yesno_label	question	ideal_answer
0	Are artificial blood cells available?	The critical point for the break through for artificial blood products did not come yet but could be ahead-
0	Is Cryptococcus neoformans a frequent cause of isolated skin infections in immunocompromised individuals	Primary cutaneous cryptococcosis (PCC) without systemic infection is rare.
0	Does the Abelson-related gene (ARG) gene encode for a serine kinase?	the ARG gene encodes for a nonreceptor tyrosine kinase.
0	Have thyronamines  effects on fat tissue?	There is not clear evidence that thyronamines have direct effect on adipose tissue
1	Are EDNRB mutations involved in the development of Hirschsprung disease?	Although mutations in eight different genes (EDNRB, EDN3, ECE1, SOX10, RET, GDNF, NTN, SIP1) have been identified in affected individuals, it is now clear that RET and EDNRB are the primary genes implicated in the etiology of HSCR. Mutations in genes of the RET receptor tyrosine kinase and endothelin receptor B (EDNRB) signaling pathways have been shown to be associated in HSCR patients.  Molecular genetic analyses have revealed that interactions between mutations in the genes encoding the RET receptor tyrosine kinase and the endothelin receptor type B (EDNRB) are central to the genesis of HSCR.
1	Is CD63 an exosomal marker?	CD63 is a exosomal marker
0	Does epidural anesthesia for pain management during labor affect the Apgar score of the the infant?	Epidural analgesia for labor pain management did not appear to have an immediate effect on neonatal status as determined by Apgar scores or in admissions to neonatal intensive care.
1	Are ultraconserved elements often transcribed?	Especially, a large fraction of non-exonic UCEs is transcribed across all developmental stages examined from only one DNA strand.
1	Is DNA methylation an epigenetic modification of chromatin related to gene expression?	Epigenetic changes such as DNA methylation alter gene expression at the level of transcription by upregulating, downregulating, or silencing genes completely.
1	Does Apolipoprotein E (ApoE) have anti-inflammatory activity?	ApoE has anti-inflammatory activity
0	Is ACI-35 a passive vaccine?	ACI-35 is an active vaccine.
1	Is there an association between presenteeism and depression?	Presenteeism is associated with depression. Remission of depression is associated with improvement of presenteeism.
0	Does triiodothyronine stimulate red blood cell sodium potassium pump?	An inverse correlation between this enzymatic action and free triiodothyronine (FT3) levels. The effect of triiodothyronine (T3) on Na+,K(+)-ATPase activity in red blood cells may be different in vivo and in vitro.
1	Are there clinical trials using stem cells for the treatment of cardiac disease?	there exists clinical trials  for cardiac stem cell based treatment.
1	Are messenger RNA molecules epigenetically methylated?	methyltranscriptome is an exciting new area that studies the mechanisms and functions of methylation in transcripts.
1	Is there a deep-learning algorithm for protein solubility prediction?	DeepSol is a novel deep learning-based protein solubility predictor. It is a convolutional neural network that exploits k-mer structure and additional sequence and structural features extracted from the protein sequence.
1	Are the human bombesin receptors, GRPR and NMBR, frequently overexpressed G-protein-coupled-receptors by lung-cancers?	The human bombesin receptors, GRPR and NMBR, are two of the most frequently overexpressed G-protein-coupled-receptors by lung-cancers
1	Is there any involvement of L1 retrotransposition in the Rett syndrome?	Recent studies indicate that long interspersed nuclear element-1 (L1) are mobilized in the genome of human neural progenitor cells and enhanced in Rett syndrome and ataxia telangiectasia.
1	Are immune cells affected in Amyotrophic Lateral Sclerosis?	In ALS T-cell deficiency increases neuronal loss, while boosting T cell levels reduces it.
1	Do carmustine wafers improve survival of glioblastoma patients?	it has been documented that implantation of carmustine wafers improves survival of newly diagnosed and recurrent glioblastoma patients.
1	Is Lysyl oxidase crosslinking collagen?	lysyl oxidase (LOX) and LOX-like (LOXL) proteins play crucial roles in ECM remodeling due to their collagen crosslinking and intracellular functions.
1	Can siRNA affect response to afatinib treatment?	When afatinib was combined with an EGFR-specific siRNA there was a strong biological effect on growth inhibition and induction of apoptosis.
0	Is Pfh1 a component of the replisome?	Pfh1 Is an Accessory Replicative Helicase that Interacts with the Replisome to Facilitate Fork Progression and Preserve Genome Integrity. DNA replication through hard-to-replicate sites, including both highly transcribed RNA Pol II and Pol III genes, requires the S. pombe Pfh1 helicase.
1	Is there an association between bruxism and reflux?	bruxism is associated with reflux. Sleep bruxism is prevalent in GERD patients.
1	"Does the concentration of protein HIF-1α increase after the administration of the cytoprotective prodrug""amifostine"" (ethyol) ?"	"The key-protein that when associated with HREs leads to the activation of all of these genes, is identified as“Hypoxia Inducible Factor-1” (HIF1). It is a heterodimer composed of two subunits (IIF1a 120kDa and HIF-1b 91-94kDa), both of which belong to the group of ""basic helix-loop-helix"" (bHLH)-Pas proteins. The heterodimer HIF1 and IIF2 increase in the cytoplasm of cells exposed to hypoxia."
1	Is Fibroblast Growth Factor 23 a phosphaturic hormone?	fbroblast growth factor 23 (FGF23) is a phosphaturic hormone.
1	Is CD99 encoded by MIC2 gene?	CD99 is a 32-kDa transmembrane glycoprotein that is encoded by the MIC2 gene
1	Are Mesenchymal stem cells (MSC) multipotent cells?	Mesenchymal stem cells (MSC) are multipotent cells.
1	Is the petrous bone used in ancient DNA sampling?	Large-scale genomic analyses of ancient human populations have become feasible partly due to refined sampling methods. The inner part of petrous bones and the cementum layer in teeth roots are currently recognized as the best substrates for such research.
1	Is DNA methylation correlated with nucleosome occupancy?	"DNA methylation can determine nucleosome positioning. Using a novel bioinformatics pipeline, we show a striking anti-correlation between nucleosome occupancy and DNA methylation at CTCF regions that is not present at promoters. DNA methylation determines nucleosome occupancy in the 5'-CpG islands of tumor suppressor genes. In contrast, exons demonstrate a high degree of methylation and nucleosome occupancy. Although global DNA demethylation has been observed after treatment, it is unclear to what extent demethylation induces changes in nucleosome occupancy, a key determinant of gene expression. In order to systematically evaluate potential diversities among CGIs and ultimately to illuminate the link between diversity of CGIs and their epigenetic variation, we analyzed the nucleotide-resolution DNA methylation maps  of multiple cellular origins. Using this global approach, we observe the dependency of nucleosome occupancy upon the DNA methylation status. Exonic DNA methylation seems to function together with exonic nucleosomes and H3K36me3 for the proper splicing of transcripts with different expression levels. Transcription, histone modifications, and DNA methylation alter this ""ground state"" by having distinct effects on both nucleosome positioning and occupancy."
1	Is the Drosophila Translational Control Element (TCE) involved in spermatogenesis?	The Drosophila Translational Control Element (TCE), a 12 nucleotide long sequence element, was demonstrated to be necessary for translational control of expression in the male germ line of Drosophila melanogaster.
1	Is CREB a key memory protein?	The creb protein is associated with memory
1	Can mogamulizumab be used for the treatment of cutaneous T-cell lymphoma?	mogamulizumab can be used for the treatment of cutaneous T-cell lymphoma.
0	Is there an association between borna virus and brain tumor?	There is no data to suggest an association between borna virus and brain tumor. Borna disease virus establishes a persistent infection in the central nervous system of vertebrate animal species as well as in tissue cultures causing cellular damage. Infected neural cells, include astrocytes, neurons, oligodendroglioma cell line. Borna disease virus replicates and can cause damage of brain cells.
1	Is miR-21 related to carcinogenesis?	It has been demonstrated in several experimental studies that miR-21 has oncogenic potential,  and is significantly dysregulated in numerous types of cancer. Therefore, miR-21 is closely related to carcinogenesis.
1	Is adalimumab effective for hidradenitis suppurativa?	Adalimumab, a recombinant, fully humanized, anti-tumor necrosis factor alpha (anti-TNF-α) monoclonal antibody, is the only officially approved treatment for the management of moderate-to-severe hidradenitis suppurativa.
1	Is the enzyme EPRS phosphorylated?	EPRS is dually phosphorylated by cyclin-dependent kinase 5 (Cdk5) at Ser(886) and then by a Cdk5-dependent-AGC kinase at Ser(999)
0	Can the CEP290 gene mutations be targeted by AAV-mediated gene therapy?	The large size of the CEP290 gene prevents its use in adeno-associated virus (AAV)-mediated gene augmentation therapy.
1	Is pesticide exposure associated with polyneuropathy?	it is associated with peripheral neuropathy.
1	Does Rad9 interact with Aft1 in S.cerevisiae?	Rad9 functions together with Aft1 on DNA damage-prone chromatin to facilitate genome surveillance, thereby ensuring rapid and effective response to possible DNA damage events.
1	Have thyronamines effects on fat tissue?	thyronamines cause reduction of fat mass
1	Have hESC been tested for the treatment of age-related macular degeneration?	human embryonic stem cell (hESC) therapies are being assessed for age-related macular degeneration (AMD).
1	Is apremilast effective for psoriatic arthritis?	apremilast, an oral phosphodiesterase 4 inhibitor, is effective for psoriatic arthritis.
0	Is it feasible to obtain DNA read lengths that exceed 30 Kb?	The emergence and development of so called third generation sequencing platforms such as PacBio has permitted exceptionally long reads (over 20 kb) to be generated but not yet read length >30 Kb.
1	Are there any statistical methods for normalizing and identifying differential regions in histone modification ChIP-seq data?	ChIPnorm is a two-stage statistical method to normalize ChIP-seq data, and to find differential regions in the genome, given two libraries of histone modifications of different cell types.
0	Does the 3D structure of  the genome remain stable during cell differentiation?	Many studies have suggested a link between the spatial organization of genomes and fundamental biological processes such as genome reprogramming, gene expression, and differentiation. The open chromatin of embryonic stem cells (ESCs) condenses into repressive heterochromatin as cells exit the pluripotent state. The relation between alterations in chromatin structure and changes in gene expression during cell differentiation has served as a paradigm to understand the link between genome organization and function. Insulators are involved in 3D genome organization at multiple spatial scales and are important for dynamic reorganization of chromatin structure during reprogramming and differentiation. Architectural proteins orchestrate higher-order chromatin organization through the establishment of interactions between regulatory elements across multiple spatial scales. The regulation of these proteins, their interaction with DNA, and their co-occurrence in the genome, may be responsible for the plasticity of 3D chromatin architecture that dictates cell and time-specific blueprints of gene expression.
1	Is there any association between Jarid2 and miR-155 in Th17 cells?	Activation-induced miR-155 targets the chromatin protein Jarid2 to regulate proinflammatory cytokine production in T helper 17 cells.
1	Has whole exome sequencing been performed in Alzheimer patients?	numerous whole exome sequencing studies of ALzheimer patients have been conducted.
1	Anaplasma phagocytophilum is an obligate gram-negative, intracellular bacterium, yes  or no	Anaplasma phagocytophilum is an obligate gram-negative, intracellular bacterium and causes anaplasmosis
1	Are CpG islands located close to housekeeping genes?	Our analysis indicates that the association of CGIs with housekeeping genes is not as strong as previously estimated. These regions represent about 1% of genomic DNA and are generally found in the promoter region of housekeeping genes. In housekeeping and many tissue-specific genes, the promoter is embedded in a so-called CpG island. Methylation-free CpG clusters, so-called HTF islands, are most often associated with the promoter regions of housekeeping genes, whereas genes expressed in a single-cell type are usually deficient in these sequences. All housekeeping and widely expressed genes have a CpG island covering the transcription start, whereas 40% of the genes with a tissue-specific or limited expression are associated with islands. It has been envisaged that CpG islands are often observed near the transcriptional start sites (TSS) of housekeeping genes. CpG islands, which are found almost exclusively at the 5'-end of housekeeping genes. CpG islands were associated with the 5' ends of all housekeeping genes and many tissue-specific genes, and with the 3' ends of some tissue-specific genes.
1	Can the iPS cell technology be used in Fanconi anemia therapy?	iPS cell technology can be used for the generation of disease-corrected, patient-specific cells with potential value for cell therapy applications in Fanconi anemia.
1	Is microRNA(miRNA) 29 involved in post-ischemic cardiac remodeling?	miRNA 29 is involved in post-ischemic myocardial remodeling in particular in the peri-infarctual zone.  miRNA 29 produces apoptosis and enhances fibrotic response.
1	Are there clinical trials on stem cells in multiple sclerosis	Human multipotent mesenchymal stem cell (MSC) therapies are currently being tested in clinical trials for multiple sclerosis. Several small pilot clinical trials in subjects with advanced MS have demonstrated that MSC administration is safe and provided an early signal of clinical effectiveness. The current aim of clinicians and scientists interested in the development of MSC-based strategies for the treatment of MS is to have the ultimate demonstration in large clinical trials that MSC can inhibit CNS inflammation and foster tissue repair.
1	Is siltuximab effective for Castleman disease?	siltuximab , a chimeric human-mouse monoclonal antibody to IL6, is approved for the treatment of patients with multicentric Castleman disease who are human immunodeficiency virus negative and human herpesvirus-8 negative.
1	Are there ultraconserved regions in the budding yeast (Saccharomyces cerevisiae)?	In addition to some fundamental biological functions, ultraconserved regions play an important role in the adaptation of Saccharomyces cerevisiae to the acidic environment.
1	Does ghrelin play a role in ischemic stroke?	It has been shown that serum ghrelin levels are reduced after ischemic stroke and ghrelin is associated with stroke type. Ghrelin can be a useful marker for the prediction of stoke after cardiopulmonary bypass. Ghrelin may be neuroprotective after injury in animal models of cerebral ischemia by inhibiting apoptotic processes,  inflammation, nNOS activity and modulating gastrointestinal motility.
1	Is treatment resistant depression related to vitamin B9?	Treatment with SAMe, as well as with various formulations of folates and analogues, appears to be efficacious and well tolerated in reducing depressive symptoms in treatment resistant depression.
1	Is Kanzaki disease associated with deficiency in alpha-N-acetylgalactosaminidase?	Kanzaki disease is attributable to a deficiency in alpha-N-acetylgalactosaminidase, which hydrolyzes GalNAcalpha1-O-Ser/Thr.
1	Is selenium deficiency involved in autoimmune thyroid disease?	Selenium deficiency is likely to constitute a risk factor for a feedforward derangement of the immune system-thyroid interaction, while selenium supplementation appears to dampen the self-amplifying nature of this derailed interactionIn areas with severe selenium deficiency higher incidence of thyroiditis has been reported due to a decreased activity of selenium-dependent glutathione peroxidase enzyme within thyroid cells
1	Is collagen the most abundant human protein?	collagen is the most abundant protein family in mammals.
1	Is Citrobacter rodentium pathogenic?	the mouse pathogen Citrobacter rodentium, colonize the gut mucosa via attaching and effacing lesion formation and cause diarrheal diseases.
0	Are protamines ubiquitously expressed?	Protamines are nuclear proteins which are specifically expressed in haploid male germ cells.
1	Is Mammaprint approved by the United States Food and Drug Administration?	Mammaprint has been approved by the US Food and Drug Administration.
1	Is desmin an intermediate filament protein involved in Dilated Cardiomyopathy (DCM)?	According to the predominant view, desmin mutations cause dilated cardiomyopathy (DCM). Mice deficient in desmin, the muscle-specific member of the intermediate filament gene family, display defects in all muscle types and particularly in the myocardium. Desmin null hearts develop cardiomyocyte hypertrophy and dilated cardiomyopathy (DCM) characterized by extensive myocyte cell death, calcific fibrosis and multiple ultrastructural defects. Desmin defects were also recently identified in 1 familial dilated cardiomyopathy.
0	Can non ubiquitinated Tomm20 promote mitophagy?	The translocase of outer mitochondrial membrane 20 (Tomm20), is a mitochondrial translocase that, when ubiquitinated, promotes mitophagy.
1	Is delayed enhancement documented in patients with non-ischemic dilated cardiomyopathy?	Delayed enhancement is documented in almost 30% of patients with non-ischemic dilated cardiomyopathy and  its pattern is characterized by mid-wall, patchy or diffuse location.
1	Can glyburide reduce cerebral edema?	Glyburide, a selective inhibitor of sulfonylurea receptor 1-transient receptor potential melastatin 4, is effective in preventing and attenuating cerebral edema.
1	Is there evidence that tomato juice lowers cholesterol levels?	there is evidence to suggest that tomato juice (and other tomato products) can decrease cholesterol concentrations. It was shown that tomatoes inhibit cholesterol biosynthesis.
1	Does Chromatin Immunoprecipitation (ChIP) show a bias for highly expressed loci?	Several issues in the processing and analysis of ChIP-chip data have not been resolved fully, including the effect of background (mock control) subtraction and normalization within and across arrays. We detected a chromatin-state bias: open chromatin regions yielded higher coverage, which led to false positives if not corrected. The localization of unrelated proteins, including the entire silencing complex, to the most highly transcribed genes was highly suggestive of a technical issue with the immunoprecipitations.
1	Can administration of the thyrotropin releasing hormone reduce fatigue in cancer patients?	in cancer patients, thyrotropin releasing hormone (TRH) administration was associated with significant improvement in cancer related fatigue levels as measured by the Visual Analog Scale-Energy, fatigue and vigor subscales of the POMS, and the fatigue subscale of FACIT-F. TRH administration was safe and tolerable in the treatment of cancer-related with a positive impact on quality of life, suggesting the need for further studies investigating TRH for treatment of fatigue in cancer patients.
0	Does vesatolimod inhibit TLR7?	vesatolimod is an agonist of toll-like receptor 7.
1	Is insulin-like growth factor-I (IGF-I) able to affect tendon protein synthesis in classic Ehlers-Danlos syndrome patients?	Tendon protein synthesis rate in classic Ehlers-Danlos patients can be stimulated with insulin-like growth factor-I
1	Is there any link between ERCC1-XPF and cohesin?	ERCC1-XPF cooperates with CTCF and cohesin to facilitate the developmental silencing of imprinted genes.
1	Is it possible to visualize subtahalamic nucleus by using transcranial ultrasound?	it has been shown that it is possible to visualize subtahalamic nucleus by using transcranial ultrasound. Transcranial ultrasound is safe and reliable method that can be employed to monitor lead location and intraoperative visualization of deep-brain stimulation (DBS) electrodes.
1	Are optogenetics tools used in the study and treatment of epilepsy?	Using optogenetics tools it is possible to begin to address some of the fundamental unanswered questions in epilepsy, to dissect epileptic neuronal circuits and to develop new intervention strategies.
1	Does echinacea increase anaphylaxis risk?	there is evidence that echinacea use is associated with anaphylaxis.
1	Is Dicer part of the RISC loading complex?	Dicer is part of the RISC loading complex.
1	Was tamoxifen tested for treatment of glioma patients?	tamoxifen was tested for glioma treatment. However, clinical efficacy of tamoxifen in glioma patients remains unclear and should be tested in further studies.
1	Can gene therapy restore auditory function?	gene therapy can restore auditory function.
1	Is Baloxavir effective for influenza?	Baloxavir is approved for influenza A or B virus infections.
0	Was stelara developed by Amgen?	Stelara was developed by Janssen Pharmaceuticals, Inc., Horsham, PA, USA.
1	Could Catecholaminergic Polymorphic Ventricular Tachycardia (CPVT) cause sudden cardiac death?	Catecholaminergic polymorphic ventricular tachycardia (CPVT) is an inherited arrhythmogenic disease that can cause sudden cardiac death.
1	Is the Histidine-Rich Calcium Binding protein (HRC) related to arrhythmias and cardiac disease?	Histidine-rich calcium binding protein (HRC) is a high capacity, low affinity Ca(2+) binding protein with a potential role in heart failure and arrhythmogenesis due to its activity as regulator of SR Ca(2+) uptake and Ca(2+) release.In addition, HRC null mice displayed a significantly exaggerated response to the induction of cardiac hypertrophy by isoproterenol compared to their wild-type littermates. A human genetic variant (Ser96Ala) in HRC has been linked to ventricular arrhythmia and sudden death in dilated cardiomyopathy.
0	Can CPX-351 be used for the treatment of tuberculosis?	CPX-351 is a novel liposomal formulation of cytarabine and daunorubicin which has recently been FDA approved for treatment of acute myeloid leukemia (AML).
1	Is there any association between suicide and autism in adolescents, yes or no?	Adults with autism spectrum disorder (ASD) are at increased risk of suicide compared to the general population.
1	Is deletion at 6q24.2-26 associated with longer survival of patients with high-grade serous ovarian carcinoma (HGSOCs)?	Loss at 6q24.2-26 was significantly associated with the cluster of longer survival independently from other confounding factors. The prognostic value of this deletion was validated in two independent series, one consisting of 36 HGSOCs analyzed by fluorescent in situ hybridization (P = 0.04) and another comprised of 411 HGSOCs from the Cancer Genome Atlas study (TCGA) (HR = 0.67, 95%CI = 0.48-0.93, Padj = 0.019).
1	Is nivolumab used for treatment of Non–Small-Cell Lung Cancer?	nivolumab used for treatment of Non–Small-Cell Lung Cancer.
1	Are neurexins localized at pre-synapses?	neurexins are localized at pre-synapses.
1	Could RG7112 be used as cancer therapy?	RG7112 has shown promising results in early phases of trials in cancer patients.
1	Are DNA helicases involved in progeroid syndromes?	mutations in genes coding for DNA helicases were found to induce progeroid syndromes, such as Werner syndrome (WS) or Bloom syndrome (BS).
1	Is the enzyme ERAP2 associated with the disease birdshot chorioretinopathy?	BSCR is also associated with endoplasmic reticulum aminopeptidase 2 (ERAP2), an enzyme involved in processing HLA class I ligands.
1	Is Dupilumab used for treatment of atopic dermatitis?	patients treated with dupilumab had marked and rapid improvement in all the evaluated measures of atopic dermatitis disease activity.
1	Are BRAF mutations common in melanoma?	Melanoma is the most aggressive form of skin cancer. The treatment of patients with advanced melanoma is rapidly evolving due to an improved understanding of molecular drivers of this disease. Somatic mutations in BRAF are the most common genetic alteration found in these tumors. BRAF mutations occur in approximately 8% of all human cancers and approach 50% in melanoma and papillary carcinoma of thyroid.
1	Does Jarid2 play a role in early embryo development?	Jarid2 coordinates Nanog expression and PCP/Wnt signaling required for efficient ESC differentiation and early embryo development.
1	Are circRNAs associated with diseases and traits?	Circular RNAs (circRNAs) play a crucial role in fine tuning the level of miRNA mediated regulation of gene expression by sequestering the miRNAs. Their interaction with disease associated miRNAs indicates that circular RNAs are important for disease regulation.
1	Do DNA double-strand breaks play a causal role in carcinogenesis?	It has been demonstrated that induction of DNA double-strand breaks (DSBs) and defects in overall DSBs repair capacity can lead to an accumulation of mutations, resulting in genomic instability of cells. Given that genomic instability is the hallmark of cancer, DSBs play a causal role in carcinogenesis.
1	Is there a difference in the rate between gene fusion and gene fission?	Several studies have estimated that gene fusion and fission are relatively rare events and the gene fusion/fission rate is approximately between 2 and 6. A conflicting case has been discovered in an analysis of plant genomes, where in Oryza sativa the opposite trend was observed.
1	Has ivosidenib been FDA approved for use against acute myeloid leukemia?	The FDA approved ivosidenib for patients with IDH1-mutant relapsed/refractory acute myeloid leukemia.
1	Are there currently applications of deep learning in genomics?	Deep learning has been used so far in genomics for predicting splicing patterns in individual tissues and differences in splicing patterns across tissues. The deep architecture surpasses the performance of the previous Bayesian method for predicting alternative splicing (AS) patterns.
1	Have mutations in the Polycomb group been found in human diseases?	different members of the Polycomb family have been found mutated in diseases such as primary microcephaly, nonsyndromic cleft lip and several cancers (including hemotopoietic malignancies, esophageal carcinoma, head and neck cancer or prostate cancer). Exact anser: Yes
1	Are mutations in the nf1 gene associated with memory?	distinct functional domains of neurofibromatosis type 1 regulate immediate versus long-term memory formation.
0	SGOT is an abbreviation for an enzyme other wise known as alanine amino transferase, yes or no?	patients with aspartate amino transferase (SGOT), alanine amino transferase (SGPT),
1	Is the tricarboxylic acid (TCA) cycle affected in inflammation?	Metabolic reprogramming is implicated in macrophage activation. In many cases, intermediates of the TCA cycle are involved in the response to hypoxic conditions brought about by inflammation.
1	Is Doxorubicin cardiotoxic?	Doxorubicin (DOXO) is widely used to treat solid tumors. However, its clinical use is limited by side effects including serious cardiotoxicity due to cardiomyocyte damage
1	Has Revlimid been approved by the US Food and Drug Administration?	Revlimid has been approved by the US Food and Drug Administration for treatment of multiple myeloma.
1	Are there conserved noncoding elements identified between genomes of human and teleosts?	Vertebrate genomes contain thousands of conserved noncoding elements (CNEs) that often function as tissue-specific enhancers. In this study, we have identified CNEs in human, dog, chicken, Xenopus, and four teleost fishes (zebrafish, stickleback, medaka, and fugu) using elephant shark, a cartilaginous vertebrate, as the base genome and investigated the evolution of these ancient vertebrate CNEs (aCNEs) in bony vertebrate lineages
0	Can botulism poisoning of a pregnant woman harm her fetus?	Botulinum toxin, which causes botulism, is not expected to be present in systemic circulation following proper intramuscular or intradermal injection. Moreover, botulinum toxin has a high molecular weight, and does not appear to cross the placenta. Based on the study cases reported in the literature, botulism poisoning during pregnancy does not appear to increase the risk of adverse outcome in the fetus.
1	Can doxycycline cause photosensitivity?	one of the most important dermatologic side effects of doxycycline is photosensitivity. Clinical symptoms vary from light sunburn-like sensation (burning, erythema) to large-area photodermatitis.
1	Does fibronectin constitute a serum biomarker for Duchenne muscular dystrophy?	Compared to age-matched controls, fibronectin levels in DMD patients were found to be significantly increased, whereas in patients with Becker muscular dystrophy, Bethlem myopathy, or myasthenia gravis were close to the control levels. Additionally, progressive elevation in fibronectin levels was observed in longitudinal samples from DMD patients followed up for a period of 6 months up to 4 years. Therefore, fibronectin is a serum biomarker for Duchenne muscular dystrophy.
1	Are there studies representing the involvement of Notch mutations in neurodegenerative diseases such as Down syndrome, Pick's and Prion's disease, and cadasil syndrome?	The Notch signaling pathway is an evolutionarily conserved, intercellular signaling mechanism essential for proper embryonic development in organisms as diverse as insects, nematodes, echinoderms and mammals. Disruptions in conserved developmental pathways frequently result in inherited congenital anomalies in humans. Mutations in genes encoding Notch pathway components underlie human disease such as Down syndrome, Pick's and Prion's disease, and cadasil syndrome.
1	Is edema a symptom of nephrotic syndrome?	edema is the commonest presenting symptom and sign in nephrotic syndrome.
1	Is there an association between bruxism and reflux	There is an association between bruxism and reflux.
1	Does BNP increase after intensive exercise in athletes?	BNP and NTproBNP increase early after exercise in healthy athletes performing different types of sports. It is unknown the reason of this increase. The transient increases in BNP, NT-pro-BNP and troponin T are more likely to reflect myocardial stunning than cardiomyocyte damage.
1	Is there alternative polyadenylation during zebrafish development?	There is extensive alternative polyadenylation during zebrafish development.
0	Does simvastatin improve outcomes of aneurysmal subarachnoid hemorrhage?	Simvastatin showed no benefits in decreasing the incidence of vasospasm, DCI, or all-cause mortality after aneurysmal subarachnoid hemorrhage. Patients with aneurysmal subarachnoid hemorrhage should not be treated routinely with simvastatin during the acute stage.
0	is pharmacological treatment of subclinical hypothyroidism effective in reducing cardiovascular events?	whether SH confers a high risk for cardiovascular disease, and whether LT4 therapy has a long-term benefit that clearly outweighs the risks of overzealous treatment in these individuals, remain topics of controversy.
1	Is Tocilizumab effective for Giant-Cell Arteritis?	Tocilizumab effective for Giant-Cell Arteritis. Its efficacy was proven in clinical trials. Tocilizumab may exert its therapeutic effects in Giant-Cell Arteritis by increasing the proliferation and activation of Tregs, and by reverting the pathogenic Treg phenotype seen during active disease.
1	Can ferric carboxymaltose be used to treat anemia in inflammatory bowel disease patients?	Ferric carboxymaltose can be used to treat anemia in patients with inflammatory bowel disease, and prevents recurrence of anemia in these patients, compared with placebo. Treatment with ferric carboxymaltose is efficious, safe and well tolerated in iron-deficient IBD patients.
1	Are the proteins Erbin (LAP2) and Merlin cooperating?	Erbin and Merlin are cooperating.
1	Is DNA polymerase θ involved in DNA repair?	DNA polymerase θ protects against genomic instability via an alternative end-joining repair pathway for DNA double-strand breaks.
1	Is avelumab effective for bladder cancer?	avelumab is effective treatment of bladder cancer.
1	Is the yeast Μac1 transcription factor induced upon copper deficiency?	In Saccharomyces cerevisiae, transcriptional responses to copper deficiency are mediated by the copper-responsive transcription factor Mac1. Ace1 mediates copper-induced gene expression in cells exposed to stressful levels of copper salts, whereas Mac1 activates a subset of genes under copper-deficient conditions.
0	Is the toxin produced by Clostridium botulinum always deadly?	There are numerous examples where children and animals survived infection with clostridium botulinum.
1	Can multiple myeloma patients develop hyperviscosity syndrome?	multiple myeloma patients can develop hyperviscosity syndrome. Multiple myeloma is a neoplastic plasma-cell disorder resulting from malignant plasma cells in the bone marrow. It can cause a hyperviscosity syndrome secondary to the paraproteinaemia associated with the disease. The increased hyperviscosity can lead to retinal vein occlusions and other ocular problems.
0	Does armodafinil improve fatigue of glioma patients?	Eight week course of armodafinil did not improve fatigue or quality of life in glioma patients undergoing radiotherapy. However, this conclusion is based on one identified clinical trial.
1	Can DNA intercalators function as topoisomerase inhibitors?	The DNA unwinding suggests DNA intercalation, which could explain the inhibition of topoisomerase II. Among its many properties, amiloride is a DNA intercalator and topoisomerase II inhibitor. Amsacrine, a DNA intercalator and topoisomerase II inhibitor, is efficacious as an antileukemogenic agent. AQ4N (1,4-bis[[2-(dimethylamino)ethyl] amino]-5,8-dihydroxyanthracene-9, 10-dione bis-N-oxide dihydrochloride) is a prodrug which is selectively activated within hypoxic tissues to AQ4, a topoisomerase II inhibitor and DNA intercalator. Amonafide is a DNA intercalator and topoisomerase II inhibitor in clinical development for the treatment of neoplastic diseases.
1	Is SUMOylation a post-translational modification in eukaryotes?	SUMOylation that is the conjugation of target proteins with SUMO (small ubiquitin-related modifier), is a type of post-translational modification in eukaryotes.
1	Is transcription of eRNA bidirectional?	In addition to widespread transcription of long non-coding RNAs (lncRNAs) in mammalian cells, bidirectional ncRNAs are transcribed on enhancers, and are thus referred to as enhancer RNAs (eRNAs). Kallikrein-related peptidase 3 (KLK3), which codes for prostate-specific antigen (PSA), is a well-known AR-regulated gene and its upstream enhancers produce bidirectional enhancer RNAs (eRNAs), termed KLK3e.
1	Is transcription-associated mutagenesis (TAM) related to gene expression levels?	Spontaneous point mutation rate in a gene increases with its transcription level, suggesting that movement of RNA polymerase through the target initiates a mutagenic process(es). This phenomenon is termed transcription-associated mutation (TAM). Transcription-associated mutagenesis is directly proportional to the level of gene expression.
1	Is rivaroxaban metabolized in kidneys?	rivaroxaban undergoes renal metabolism
1	Does nifedipine inhibit L-type calcium channels?	nifedipine is a typical blocker of L-type calcium channels.
1	Is Propofol used for short-term sedation?	Propofol is the most frequently used sedating agent for patients with expected duration of ICU admission less than 24 hours. There are numerous studies of its efficacy and comparisons with other sedatives.
0	Velocardial facial syndrome, otherwise known as Di George syndrome  is caused by a deletion in chromosome 21, yes or no?	Velocardial facial syndrome, otherwise known as Di George syndrome is caused by a deletion in chromosome 22.
1	Can mitochondria be inherited by both parents in humans?	A comprehensive exploration of mtDNA segregation in certain families shows biparental mtDNA transmission with an autosomal dominant-like inheritance mode. Although the central dogma of maternal inheritance of mtDNA remains valid, there are some exceptional cases where paternal mtDNA could be passed to the offspring.
